index,stt,id,name,link,files,folders,lastUpdate,isFile,linkFile
2.9.172.2.4.,4624,74753,PEP0000050 GLB.PDF,https://drive.base.vn/thanhphong1110-drive/folder/16032,0,0,10:25:17 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/NMZBR5BUS2/f40e0330f28c9e9d7ccc8bdce22b2382/HTSPKB6FFSD8N88DZ8D8AF3G9PETGWFDKLQEKAMS432C27NQEDHJDV62URQ3AC7ML4E5ZW6TM4C354JT6ZNJXG/e3/c1/e1/b4/10/cec709edaf013813487f9a41496458ce/pep0000050_glb.pdf
2.9.172.2.5.,4625,74752,MSDS_Perindopril Arginin.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16032,0,0,10:25:17 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/NMZBR5BUS2/f40e0330f28c9e9d7ccc8bdce22b2382/EYFV9EGLTRSV9Y3RJ88BN94TE5JBTG8MZB54N85ESLUFPTK4DWH8M9L5CCARPNFZ2R8RQWFYMD7B8BSPDTYUBJ/16/58/d1/a3/ab/ee7ef3f4869bb054cddd86ab93597073/msds_perindopril_arginin.pdf
2.9.172.2.6.,4626,74751,Manufacturing License - Legalized.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16032,0,0,10:25:17 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/NMZBR5BUS2/f40e0330f28c9e9d7ccc8bdce22b2382/QHPULAFUEZLE86QUEK8FC3H6JNWZDFNXX7VMSCX8BSLU87Y655X7NJ63Z4C3MWGE5P2WP8ECX25MU7WT27F4F9/03/a5/d5/42/a7/fbe77b8504cffaecbff528b4fb6d5262/manufacturing_license_legalized.pdf
2.9.172.2.7.,4627,74750,Legalized GMP-Vietnam DNA Pharma .pdf,https://drive.base.vn/thanhphong1110-drive/folder/16032,0,0,10:25:17 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/NMZBR5BUS2/f40e0330f28c9e9d7ccc8bdce22b2382/QEGZZCUGLCMYDFW2WJNLLBZVE8CYLFS63TNA3369X5WUEE4PXCLP5P55VJDAT88Y7W65NJE39632EKWSRXWS25/65/6e/e7/ce/af/edf4e80a371391a5b5e138c624982cc0/legalized_gmp_vietnam_dna_pharma.pdf
2.9.172.2.8.,4628,74749,GMP APOTEX 2022 COLOR.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16032,0,0,10:25:17 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/NMZBR5BUS2/f40e0330f28c9e9d7ccc8bdce22b2382/ESMPYXYXALCEZS22HB9CH9U25SKSW6HLEBBQQQFNBPLCL4CKPAZ746NSWXSULFAS8R6BPTSEL3KFPXMB7QSWVM/07/f1/ca/87/bb/2ca7d7d2ab7881a7be7d0305000f547c/gmp_apotex_2022_color.pdf
2.9.172.2.9.,4629,74748,FORM 25.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16032,0,0,10:25:17 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/NMZBR5BUS2/f40e0330f28c9e9d7ccc8bdce22b2382/WPQFH9CDL39NWK835UQFUF7FVAPC8DRGWB6RR3M49GQ9AXVGDCJPEV4BT7EBJMZVEVGMYR7T527EWEML6UX3AL/b0/6e/34/6c/d5/47a5679784e2d0464377eac25de3a1cf/form_25.pdf
2.9.172.2.10.,4630,74747,COA_Perindopril Arginin.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16032,0,0,10:25:17 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/NMZBR5BUS2/f40e0330f28c9e9d7ccc8bdce22b2382/QXQP84JAVC9DLP949Z8ASB7THQVM9BRJDK3DGQ4NG8P85UUZV4Q69U4K55LQL9UCFTACK8KVCZMM67L7ZDZK2S/d4/ad/09/40/84/bca2125d99d62dc266f4217850f5d5fa/coa_perindopril_arginin.pdf
2.9.172.3.,1861,16031,Zhejing Menovo - mrs Phuong,https://drive.base.vn/thanhphong1110-drive/folder/16031,2,0,10:24:17 26/10/23,FALSE,
2.9.172.3.1.,4631,76274,WC-Rivaroxaban_Perindopril Arginine-Zhejiang Menovo.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16031,0,0,7/11/2023 9:45,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/07/09/FLKKE4B5KJ/507838909c31b8b3293de553ea1a7bc6/XDGJLVFPYUMAWBMZDAVCDBECV69CAMA37TF8JMHJ5G4EAZ3VSX5DGZMA6A4L9NHCYJPE9WD556EVZQJSH4PL6C/09/63/0b/28/d7/f9d53454c9aa1ba121d52b11476b91bb/wc_rivaroxaban_perindopril_arginine_zhejiang_men.pdf
2.9.172.3.2.,4632,74746,COA-Perindopril Arginine-MENOVO.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16031,0,0,10:24:35 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/LHDVH97SWD/336ccf6ab3afbbd47fdcb300008a884d/PFMQ4VGX6PMJYCHNJR32MLSQZNKRRAVKDUMXLE5Y2RHZ3JCUUWR47NMWUEZJJYKS82G2ZXYFBNX399PJVJBJP6/4f/47/b7/b7/fc/e7c9ed829119844ad31cc97f4b99219f/coa_perindopril_arginine_menovo.pdf
2.9.173.,448,16027,Peridopril Erbumine,https://drive.base.vn/thanhphong1110-drive/folder/16027,0,2,10:22:22 26/10/23,FALSE,
2.9.173.1.,1862,16029,Aarti - Medilink,https://drive.base.vn/thanhphong1110-drive/folder/16029,1,0,10:22:55 26/10/23,FALSE,
2.9.173.1.1.,4633,74745,COA OF PE.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16029,0,0,10:23:36 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/JNFWWJG8BQ/438bec4d50c675d0ef074b065f224019/DGC93WPGDFEDFGUHCCM35UTUW3X42AW9DGJ3G98K8BM4TY28C4AV8CGFNRNLTAVC46AKRA3KVFTMZED3TCG9ZE/3d/4b/ef/08/3a/ea71ff2bf1e17975e42df31fd2347e9f/coa_of_pe.pdf
2.9.173.2.,1863,16028,Aarti,https://drive.base.vn/thanhphong1110-drive/folder/16028,5,0,10:22:48 26/10/23,FALSE,
2.9.173.2.1.,4634,74744,WHO GMP T4_Peridopril.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16028,0,0,10:23:26 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/VJXAHMLGLZ/02f475e14c9afff73d2ffa46ff3cdb8c/CLTJLG3WS26YCX96LDUEJ7FWRUTSD8HVYYH2ZE34G8HAC424DWJQ9V8CSL6Z8VXJS4ZAPHMM8UH8LPG4QGHWNJ/de/0c/36/a4/e2/2ac304e34e3807e5083eda2a6ac39d21/who_gmp_t4_peridopril.pdf
2.9.173.2.2.,4635,74743,MFG LIC.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16028,0,0,10:23:26 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/VJXAHMLGLZ/02f475e14c9afff73d2ffa46ff3cdb8c/EJXZSRVKJFVFMNMPHZ3YHMKPV8XV9V58TT63DLDQKQUPE298DTTU82EJXDJ3RN5726QDAMNR43C33MZP6YLQKW/fa/6e/c2/eb/7d/efb85b9410335548966ad01733617d9f/mfg_lic.pdf
2.9.173.2.3.,4636,74742,Draft NDA Template.docx,https://drive.base.vn/thanhphong1110-drive/folder/16028,0,0,10:23:26 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/VJXAHMLGLZ/02f475e14c9afff73d2ffa46ff3cdb8c/CNP5JPYEX7DZS736JSXL5FR6TAKJLXG8WR53Y5GUN6X3AAS2WBBGNRGHFKSQG6G4XQQG2GFY5NBAKZDXAK6U3F/55/d7/6b/ac/7b/d7d062674ddb70b41f71fdbf3a74ce2c/draft_nda_template.docx
2.9.173.2.4.,4637,74741,COA_Perindopril Erbumine.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16028,0,0,10:23:26 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/VJXAHMLGLZ/02f475e14c9afff73d2ffa46ff3cdb8c/MWDK7RMT6QPBA2QKNWFG3ZL9P3UCZSUAEXPKVVG75BJW5XA4T9WMK2K9BLCEF256YPUQYJ5G2DFXMV2NFPCRWR/d7/08/ed/ff/9c/0b5bfac7be7db76a3fde1fadcf090713/coa_perindopril_erbumine.pdf
2.9.173.2.5.,4638,74740,COA_Perindopril Erbumine 2017.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16028,0,0,10:23:26 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/VJXAHMLGLZ/02f475e14c9afff73d2ffa46ff3cdb8c/QWMRWHWTYRXSCGDXHSJMLTPDKG5STM86ETCVYD9DBSRBDJF8S3878NR86BSMKRW5VYDPLZSV9QG3YVHGHUXLCM/30/d7/61/d7/c9/2a3fb1acdabd26f73dfd153cc99ad1aa/coa_perindopril_erbumine_2017.pdf
2.9.174.,449,16025,Pentoxyphylin,https://drive.base.vn/thanhphong1110-drive/folder/16025,0,1,10:21:22 26/10/23,FALSE,
2.9.174.1.,1864,16026,Yichang Yongnuo Phr - Wis International,https://drive.base.vn/thanhphong1110-drive/folder/16026,1,0,10:21:34 26/10/23,FALSE,
2.9.174.1.1.,4639,74739,Pentoxifylline COA.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16026,0,0,10:21:50 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/QYW8QJ6VY4/c11744b323d6a80681fec55a65dc81ee/TCW3ATD78HCB3CHBZSWHUPVM2VBCDGGVABXJVP5K5CKEP76AHK959CHCNR7UPZLKMZVDBCDFQ8DTSL5XV5MUA9/94/e2/c4/4c/07/6aed712b1f5675b4e2950114ecd8da3f/pentoxifylline_coa.pdf
2.9.175.,450,16022,Paroxetin,https://drive.base.vn/thanhphong1110-drive/folder/16022,0,3,10:16:45 26/10/23,FALSE,
2.9.175.1.,1865,16597,Zhejing huahai Phr - Daniel jiang,https://drive.base.vn/thanhphong1110-drive/folder/16597,4,0,7/11/2023 9:42,FALSE,
2.9.175.1.1.,4640,76273,Stability data-EP_Paroxetin_Zhejiang Huahai Pharma.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16597,0,0,7/11/2023 9:42,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/07/09/MTHC5M7UZ5/d536347f673f7573f4bd5678de8d665a/NMD95NJTQHQU9SWUGX7TZLQCQDAWB8W3VYND6SEAVJQDYMFNNUH4S2FSGBRHSHM5G3VK37Z7FDN5YKS6LPQ4HD/25/b1/fb/ab/62/50c5ad068b202071eb716961cdeaf4d8/stability_data_ep_paroxetin_zhejiang_huahai_phar.pdf
2.9.175.1.2.,4641,76272,Paroxetine Written Confirmation_Zhejiang Huahai Pharmaceutical Co. Ltd.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16597,0,0,7/11/2023 9:42,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/07/09/MTHC5M7UZ5/d536347f673f7573f4bd5678de8d665a/TVZNH3F3X7VA2GENYNDWE9N6PPQ9E2QQXBW8UE92YM5SKHVVYTHDX62FXWW8ATR6RWR9TJZFY7GDZ9Z6JBD3LJ/23/7f/fc/e0/9d/92e41f185524b0a4dcb15fe6a2845743/paroxetine_written_confirmation_zhejiang_huahai_.pdf
2.9.175.1.3.,4642,76271,COA_Paroxetine EP_Zhejiang Huahai Pharmaceutical Co. Ltd.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16597,0,0,7/11/2023 9:42,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/07/09/MTHC5M7UZ5/d536347f673f7573f4bd5678de8d665a/RSFJFEH54T3VQF2YTK9XNHJLV23VLCBFVH4KSRNQ9UE5QCZWVP8EDPK4CRUGH3FY3CBYUE4RZD64GDWNGC4RWZ/91/29/6e/73/9f/0e305c84adb69470e8fe895beff22ba8/coa_paroxetine_ep_zhejiang_huahai_pharmaceutical.pdf
2.9.175.1.4.,4643,76270,Bi-lateral CDA-2 parties.doc,https://drive.base.vn/thanhphong1110-drive/folder/16597,0,0,7/11/2023 9:42,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/07/09/MTHC5M7UZ5/d536347f673f7573f4bd5678de8d665a/EDHEE5DLZ7PHQUBNZ4PKCBT7X3K8HNGK96QMMGWP9MCLBQAE9FLNA5CTUPUXP7BBHXB5WVK4ECC6WV7XQVKL3M/95/e5/d7/5c/7b/64f3e39bdea1f7d34507daae33cb77c0/bi_lateral_cda_2_parties.doc
2.9.175.2.,1866,16024,Zydus - Zeon,https://drive.base.vn/thanhphong1110-drive/folder/16024,3,0,10:17:06 26/10/23,FALSE,
2.9.175.2.1.,4644,74738,Zydus - Legalized WHO GMP.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16024,0,0,10:18:08 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TGSZPRLW7E/5c9e1ecc83960ac863943546eaf00429/WUL5PPMH94SDPX7MG2HFMYM3WYH75UF2BP3F9EAPT24HPYCAUVMKALXXRV7E9SCHQNZF8L5WX3ZQS36CQKAE5D/6c/18/2e/88/1b/4d1a3cca781e51809c4eec1519a94584/zydus_legalized_who_gmp.pdf
2.9.175.2.2.,4645,74737,Stability data_Paroxetin.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16024,0,0,10:18:08 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TGSZPRLW7E/5c9e1ecc83960ac863943546eaf00429/HFUJEMAWTEE48QR8PGA82P6LRV777CMJEW8FG8C7S84PCPSZJ7QJULBTLXGQ7GCSL5T2BZYB6KAY35QNUSGV6U/d0/db/f9/f1/7c/6874a1c3f4276b88f54849d9e3ba13b1/stability_data_paroxetin.pdf
2.9.175.2.3.,4646,74736,COA - Paroxetine.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16024,0,0,10:18:08 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TGSZPRLW7E/5c9e1ecc83960ac863943546eaf00429/FEUX6RTNJMP3FGH5S7FUCYRDA7WNYPCRZ84KZUKKTJH6HS27KXT3Y6DMUJY8SV5BAWXC6CCCHUBHTSUHLEM67C/62/c3/8c/ae/ec/fcf0d90a8a09d26b2969c6ecb5673285/coa_paroxetine.pdf
2.9.175.3.,1867,16023,Zhejing huahai Phr - Tyloo Pharma,https://drive.base.vn/thanhphong1110-drive/folder/16023,8,0,10:16:56 26/10/23,FALSE,
2.9.175.3.1.,4647,74735,Validation report for residual solvents.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16023,0,0,10:17:37 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TKHWHQG3DA/12b3dc29300a19ad9651123480ebc4ec/MUGJTKC2976LDLPBQM72J56M99XWHVJJWNDZKWREXMSKQ8FA8PJV7Z4J3K7RQX934VFVXJFV2PFLC54ZLZCJM8/d0/11/90/5f/db/3f4b509e6912dcf94d6291cc66a5a101/validation_report_for_residual_solvents.pdf
2.9.175.3.2.,4648,74734,Paroxetine_USP.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16023,0,0,10:17:37 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TKHWHQG3DA/12b3dc29300a19ad9651123480ebc4ec/KNJY6JH9T82VM3AL9PKA4S2VFLD9B3GFWZ9N6364BSBB8WGQEL38BL5WT6CA29GW9J6VRE4V5F8PD25PCEWMFH/7b/24/7b/4b/70/473ae17ca66f3e88c46ccfb3ac6cca4b/paroxetine_usp.pdf
2.9.175.3.3.,4649,74733,PAROXETINE STABILITY DATA .pdf,https://drive.base.vn/thanhphong1110-drive/folder/16023,0,0,10:17:37 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TKHWHQG3DA/12b3dc29300a19ad9651123480ebc4ec/EXXD843EZNTC9VS8NGT8RBC8M54V5QQ5Y6NTMJV8U69RZEF57HDXDKFK42QCBUW5WSWEGVYM5ADHPGF3NJ8Q8T/c7/21/27/fc/2c/92e244f6cf3a17ee57d67eee7c9b4490/paroxetine_stability_data_.pdf
2.9.175.3.4.,4650,74732,PAROXETIN_COA EP10.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16023,0,0,10:17:37 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TKHWHQG3DA/12b3dc29300a19ad9651123480ebc4ec/DCNJRNQ9C4EXTM9ZCC9R6296LQS2KW8TSSF9MNUXDHMWYBQU33TD8696H2CREQAFBVMV9JBUM6YLDMKPUHGENZ/4b/dd/0a/8a/80/2a6d41c0d529337792f56b63eda08274/paroxetin_coa_ep10.pdf
2.9.175.3.5.,4651,74731,GMP_Huahai_Paroxetin.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16023,0,0,10:17:37 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TKHWHQG3DA/12b3dc29300a19ad9651123480ebc4ec/MHE9RUSLT5ACP53J6WBMH7YWG7XA2RPTXTH8DPCBWHJQA57PZVDCFSXS5B2UPUH4JEVRXXLUSMAWY8DNDNQEX2/73/a6/ae/16/9b/9597b429df03812d80f96f36175e5cfa/gmp_huahai_paroxetin.pdf
2.9.175.3.6.,4652,74730,COA_PAROXETINE HYDROCHLORIDE_WS_DRP.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16023,0,0,10:17:37 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TKHWHQG3DA/12b3dc29300a19ad9651123480ebc4ec/KJK2AC7WDRN7MPJ64CQ62FTFXQJFG8FWCCB9A57EFVPBFC89KG795WLGZBXEVHV6GZX4N7AZ2QX8FN5TZPQLZ9/06/4f/45/b1/6f/9131e4b3fac9eacdd930099bfe963249/coa_paroxetine_hydrochloride_ws_drp.pdf
2.9.175.3.7.,4653,74729,COA_PAROXETINE HYDROCHLORIDE_sample DRP.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16023,0,0,10:17:37 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TKHWHQG3DA/12b3dc29300a19ad9651123480ebc4ec/VLTQN44A47T4QHQDMN6T6AHUKMSCTV8W5XTSJ2H5LNYYVBWX46QBA6U9Y6JA5ERFPXV8L58ELAUFZ8XQL7VD5S/02/7e/1c/9f/32/95440dfc3f73e2ecb03b6f4d531b2166/coa_paroxetine_hydrochloride_sample_drp.pdf
2.9.175.3.8.,4654,74728,CDA.doc,https://drive.base.vn/thanhphong1110-drive/folder/16023,0,0,10:17:37 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/TKHWHQG3DA/12b3dc29300a19ad9651123480ebc4ec/JVKLAE2EGUK3JDJZF98DDVZD5Q6UXCM3N8MXZ5LT4XPUXP5G8YW5U5L6DK4DGX63K9N6D9YMADXECQHZQDKQEC/1a/bc/31/36/f8/5a2e8ed2626f79c4cf802edaf6336967/cda.doc
2.9.176.,451,16020,Paracetamol DC 90,https://drive.base.vn/thanhphong1110-drive/folder/16020,0,1,10:14:49 26/10/23,FALSE,
2.9.176.1.,1868,16021,Anqiu Luan Phr - Chematis,https://drive.base.vn/thanhphong1110-drive/folder/16021,2,0,10:15:56 26/10/23,FALSE,
2.9.176.1.1.,4655,74727,GMP Luan.jpg,https://drive.base.vn/thanhphong1110-drive/folder/16021,0,0,10:16:09 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/GKSGVD9V2C/d026217e821f62d16977a7f96b8b51e1/XZY4LQNAZCFU4P7GJ34QYXQBGWM3LGB4YAUC9ZNTCFXW6KPKG93W5LR64ZPSLSMNGVC8AQS2729WC7SXALT34G/30/2b/a3/26/31/85078596d1968517d96007cf22b96e3b/gmp_luan.jpg
2.9.176.1.2.,4656,74726,COA Paracetamol DC90 Luan.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16021,0,0,10:16:09 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/GKSGVD9V2C/d026217e821f62d16977a7f96b8b51e1/WVYPHZQZB5A48YESRXY6AN92BCNGQBMSN5TM6UW4GCTQ4BV29AADZET9Z2HR47642QVRZ43BXPJQNR44FPQG6Y/40/0c/6b/9a/57/d7c1498039c38680ffd778509fef7159/coa_paracetamol_dc90_luan.pdf
2.9.177.,452,16018,Pantoprazole Sodium,https://drive.base.vn/thanhphong1110-drive/folder/16018,0,1,10:12:48 26/10/23,FALSE,
2.9.177.1.,1869,16019,Everest Organics Phr - Gonane Pharma,https://drive.base.vn/thanhphong1110-drive/folder/16019,4,0,10:12:59 26/10/23,FALSE,
2.9.177.1.1.,4657,74725,PPS Stabiliy Data.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16019,0,0,10:13:49 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/XYEYRCP8XB/63f189385e8069722cdac6723c6d0839/VTQN597Z62RM2Y8FEHM8WCZ6BT3ACS95R74JEVCME2ESXW4M7K3GQ476DTBCBNC9QNB3V8ARANPURLPHTXY4GX/50/8b/38/d8/c7/d205ad742b371e3f3b6f1823e3b78e6d/pps_stabiliy_data.pdf
2.9.177.1.2.,4658,74724,pantoprazole COA.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16019,0,0,10:13:49 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/XYEYRCP8XB/63f189385e8069722cdac6723c6d0839/EMNYKT9SKAVUEXHFH4ZPKE6CD64YDWRVVFYJ6AD44TVJF38YYTFNH6LXEZDQKRA9VKXR84HKTDUC876BJX5222/f8/48/9e/51/bb/9c3bfdb65c382a68efa76d685235187d/pantoprazole_coa.pdf
2.9.177.1.3.,4659,74723,GMP CERTIFICATE_Rabeprazole.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16019,0,0,10:13:49 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/XYEYRCP8XB/63f189385e8069722cdac6723c6d0839/UTKR8FGMM6DGFURAG6JZUVBQMQMTYHELD8VKGGSQENGGJSU2PLZPQNPGCV6HHNY8FQ56FCNTL7QK3TBWZVQPLN/cf/f6/bc/79/d7/c8ef7193d36b4845b7ed67cd70a2c824/gmp_certificate_rabeprazole.pdf
2.9.177.1.4.,4660,74722,CDA Pantoprazole format.doc,https://drive.base.vn/thanhphong1110-drive/folder/16019,0,0,10:13:49 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/XYEYRCP8XB/63f189385e8069722cdac6723c6d0839/ZYWM2RMCBQUN4EHFHE73ASPL94ABZLMWLZEYRNHGX5Z2D34RFUBLR87RQEUS9FW44F29NXYMR93CMSJXG4VLBZ/a3/0b/9d/15/fc/c62291b12f384ad942d7ce76b81a48c3/cda_pantoprazole_format.doc
2.9.178.,453,16016,Oxomemazine,https://drive.base.vn/thanhphong1110-drive/folder/16016,0,1,10:09:23 26/10/23,FALSE,
2.9.178.1.,1870,16017,Harika - Zeon,https://drive.base.vn/thanhphong1110-drive/folder/16017,8,0,10:09:40 26/10/23,FALSE,
2.9.178.1.1.,4661,74721,WHO GMP CERTIFICATE.PDF,https://drive.base.vn/thanhphong1110-drive/folder/16017,0,0,10:10:03 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/WPYHYJ2RLH/4e4b498c1118b4b532998cf69d5bc34d/MPTQQG38ZQFE8J5B96E37N9H42HKVNQ22GFFSYSFA9TM584CVWC9TJVQRW9XRHEFWD2VFVZAW398RTUD26MXST/53/4d/2b/31/67/022f3f411bc6ac11a900f9bab085bf98/who_gmp_certificate.pdf
2.9.178.1.2.,4662,74720,WHO GMP CERTIFICATE 2017.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16017,0,0,10:10:03 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/WPYHYJ2RLH/4e4b498c1118b4b532998cf69d5bc34d/YSDFE249ETU2TGRDY43XZ7JJ9F6MEX8LSXJZDRRVEMAFS25WJ3CEDASR7DHGATB25NQ743JCMB68T59X67FF52/5e/39/c3/87/9e/00c957fa9713ae7d9b0f1fde6008f97b/who_gmp_certificate_2017.pdf
2.9.178.1.3.,4663,74719,renewal drug licence_harika.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16017,0,0,10:10:03 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/WPYHYJ2RLH/4e4b498c1118b4b532998cf69d5bc34d/LRFJ389PXT2X7S7XUWA4KSHZ2FDX3Q2WNQG4FQNVXNMW5S5ZPGS4TMTMGW9YCXVDKB55AFHLLCDY6BDM2L9CDL/f4/95/b9/a1/83/6decd691800befbb403d0f712492146c/renewal_drug_licence_harika.pdf
2.9.178.1.4.,4664,74718,Oxomemazine HCl- MOA.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16017,0,0,10:10:03 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/WPYHYJ2RLH/4e4b498c1118b4b532998cf69d5bc34d/YUDWMXU3YRVHAG32RQPME4BHSKVHNEJTBHKVEPNVSA42LPZRDY37A4QXDXKPH639N6SXM9DDU6FKJ9LHJ9JWB9/94/c0/25/1a/35/5ae21583c010e1d744983cbd1d5e5f2f/oxomemazine_hcl_moa.pdf
2.9.178.1.5.,4665,74717,Oxomemazine HCl - MSDS.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16017,0,0,10:10:03 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/WPYHYJ2RLH/4e4b498c1118b4b532998cf69d5bc34d/UVSEXR232WGJNMEDHZJNBYGFF3MXMJMMR4SUQFZZ2TUP8BT5EGQQXJADJ36M66WCBW993LHP7BEXSZYQZD9LG6/eb/ce/15/30/c1/26b73b0fc30b2df53bafe6b05cd8a12f/oxomemazine_hcl_msds.pdf
2.9.178.1.6.,4666,74716,Oxomemazine HCl - Longterm Stability data.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16017,0,0,10:10:03 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/WPYHYJ2RLH/4e4b498c1118b4b532998cf69d5bc34d/WKHQ76DGYVH5GBZ267FV55HBUS74P6BS85RR2VJDR49X2RSNU62S2FMJHNQH5DGNTRV2LT2N7TCZFWWPQC8Y6P/6b/3d/02/08/fd/0a8b058a8f612c7a010d8fca4d32f08c/oxomemazine_hcl_longterm_stability_data.pdf
2.9.178.1.7.,4667,74715,Oxomemazine HCl - COA.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16017,0,0,10:10:03 26/10/23,TRUE,https://data-gcdn.basecdn.net/202310/sys5573/drive/26/10/WPYHYJ2RLH/4e4b498c1118b4b532998cf69d5bc34d/XWKJW6G8PCTZM8FLUQF3TTXX8FRKQFFDSMJ75QM7D6X362WJMR58EHANPTB4V8TQ3VKRX2A39LQPZ9U7UBBEQB/17/65/03/6e/58/f3e81ff98cbf75d4e0a783e62476f048/oxomemazine_hcl_coa.pdf
